1,Già Thiên,"Nếu như bạn đã đọc Thần Mộ, chắc chắn bạn sẽ không quên được Thần Đông (Ngô Biển Quân). Sau Trường Sinh Giới, tác giả đã nghỉ viết một thời gian, có lẽ để cày kéo cho tác phẩm mới: Già Thiên thêm hấp dẫn",uploads/fe68fa13-8a1b-46d5-bdb9-fcd0ae557220.jpg,"Huyền Huyễn,Kiếm Hiệp",1,/books/gia-thien
2,Thánh Khư,"Thế kỷ 21, thời hiện đại, Trái Đất đang trong thời kì hoàng kim của phát triển khoa học kĩ thuật cũng như đang đối mặt với biết bao hệ luỵ từ nó, vật lộn với vô số vấn đề từ áp lực dân số, ô nhiễm môi trường, cạn kiệt tài nguyên, đạo đức suy thoái.... Và câu chuyện bắt đầu từ đây...",uploads/9116516e-7099-4eac-bb9d-4f7628a938b9.jpg,"Huyền Huyễn,Kiếm Hiệp",2,/books/thanh-khu
3,Thế Giới Hoàn Mỹ,"Một hạt bụi có thể lấp biển, một cọng cỏ chém hết mặt trời mặt trăng và ngôi sao, trong nháy mắt ở giữa long trời lỡ đất. Quần hùng cùng nổi lên, vạn tộc mọc lên san sát như rừng, chư thánh tranh bá, loạn khắp đất trời. Hỏi mặt đất bao la, cuộc đời thăng trầm? Một thiếu niên theo trong đất hoang đi ra, tất cả bắt đầu từ nơi này...",uploads/3cc61d26-abd7-4714-93d1-381f7bbe8a18.png,"Huyền Huyễn,Kiếm Hiệp",3,/books/the-gioi-hoan-my
